Comic Title,Publication Year,Cover URL
Thor (1966) #364,1986,http://i.annihil.us/u/prod/marvel/i/mg/c/e0/4bc46ed72f5f7.jpg
Thor (1966) #363,1986,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4bc46edc7fbcc.jpg
Balder the Brave (1985) #2,1986,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4bb6e051d8d5c.jpg
Thor (1966) #362,1985,http://i.annihil.us/u/prod/marvel/i/mg/1/c0/4bc46ee1aafe0.jpg
Balder the Brave (1985) #1,1985,http://i.annihil.us/u/prod/marvel/i/mg/3/50/4bb6e05725626.jpg
Thor (1966) #361,1985,http://i.annihil.us/u/prod/marvel/i/mg/c/d0/4bc46ee6e65c6.jpg
Thor (1966) #360,1985,http://i.annihil.us/u/prod/marvel/i/mg/f/b0/4bc46eec29ed6.jpg
Thor (1966) #359,1985,http://i.annihil.us/u/prod/marvel/i/mg/b/b0/4bc46ef1a504a.jpg
Marvel Fanfare (1982) #22,1985,http://i.annihil.us/u/prod/marvel/i/mg/2/90/6100333c44ee3.jpg
Thor (1966) #358,1985,http://i.annihil.us/u/prod/marvel/i/mg/2/30/4bc46ef6dc3ca.jpg
Thor (1966) #357,1985,http://i.annihil.us/u/prod/marvel/i/mg/4/80/59e4e97281a69.jpg
Thor (1966) #313,1981,http://i.annihil.us/u/prod/marvel/i/mg/d/30/526173160846a.jpg
Thor (1966) #312,1981,http://i.annihil.us/u/prod/marvel/i/mg/d/80/519514317378a.jpg
Thor (1966) #311,1981,http://i.annihil.us/u/prod/marvel/i/mg/2/50/5194fdebdecc1.jpg
Thor (1966) #310,1981,http://i.annihil.us/u/prod/marvel/i/mg/6/80/5193faf49063b.jpg
Thor (1966) #309,1981,http://i.annihil.us/u/prod/marvel/i/mg/9/90/59dbd5f5b3191.jpg
Thor (1966) #308,1981,http://i.annihil.us/u/prod/marvel/i/mg/f/60/59dbcc08dff21.jpg
Thor (1966) #307,1981,http://i.annihil.us/u/prod/marvel/i/mg/9/c0/59dbc388e115e.jpg
Fantastic Four (1961) #230,1981,http://i.annihil.us/u/prod/marvel/i/mg/7/03/531f7501676a6.jpg
Thor (1966) #306,1981,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/59dba96c541c6.jpg
Thor (1966) #305,1981,http://i.annihil.us/u/prod/marvel/i/mg/2/10/59dba1bdf2fc3.jpg
Thor (1966) #304,1981,http://i.annihil.us/u/prod/marvel/i/mg/a/10/59db9a62ea857.jpg
What If? (1977) #25,1981,http://i.annihil.us/u/prod/marvel/i/mg/9/90/5bdc6a8308f28.jpg
Incredible Hulk (1962) #255,1981,http://i.annihil.us/u/prod/marvel/i/mg/6/00/527a63d30f1d5.jpg
Thor (1966) #303,1981,http://i.annihil.us/u/prod/marvel/i/mg/a/40/59db932a9d59e.jpg
Thor Annual (1966) #9,1981,http://i.annihil.us/u/prod/marvel/i/mg/7/10/5d7ba808838c7.jpg
Thor (1966) #302,1980,http://i.annihil.us/u/prod/marvel/i/mg/9/10/520264cac9e6b.jpg
Fantastic Four (1961) #225,1980,http://i.annihil.us/u/prod/marvel/i/mg/7/10/531f75fe6d862.jpg
Thor (1966) #301,1980,http://i.annihil.us/u/prod/marvel/i/mg/9/00/4c35f8a52a04e.jpg
Thor (1966) #300,1980,http://i.annihil.us/u/prod/marvel/i/mg/f/20/4c35f8aab4bc7.jpg
Thor (1966) #299,1980,http://i.annihil.us/u/prod/marvel/i/mg/7/30/4c35f8b8755f4.jpg
Thor (1966) #249,1976,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/50adb670d814a.jpg
Avengers (1963) #149,1976,http://i.annihil.us/u/prod/marvel/i/mg/c/80/587fbe30e5ec1.jpg
Avengers (1963) #148,1976,http://i.annihil.us/u/prod/marvel/i/mg/8/80/4bb6de9dedade.jpg
Thor (1966) #248,1976,http://i.annihil.us/u/prod/marvel/i/mg/b/70/50adb8450eaa2.jpg
Thor (1966) #247,1976,http://i.annihil.us/u/prod/marvel/i/mg/9/40/50adb8990e1e2.jpg
Thor (1966) #246,1976,http://i.annihil.us/u/prod/marvel/i/mg/c/c0/50adb9aec9695.jpg
Avengers (1963) #146,1976,http://i.annihil.us/u/prod/marvel/i/mg/a/60/4e949cee75c28.jpg
Thor (1966) #245,1976,http://i.annihil.us/u/prod/marvel/i/mg/8/03/4e44350c56727.jpg
Avengers (1963) #145,1976,http://i.annihil.us/u/prod/marvel/i/mg/6/f0/587f8b3ef0174.jpg
Thor (1966) #244,1976,http://i.annihil.us/u/prod/marvel/i/mg/b/30/4e442f02a0cab.jpg
Thor Annual (1966) #5,1976,http://i.annihil.us/u/prod/marvel/i/mg/6/90/5c93b85e172e1.jpg
Avengers (1963) #143,1976,http://i.annihil.us/u/prod/marvel/i/mg/c/60/4bb6dea895a15.jpg
Thor (1966) #243,1976,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/4e4d5ef7c4614.jpg
Thor (1966) #242,1975,http://i.annihil.us/u/prod/marvel/i/mg/3/10/4e4532e170c45.jpg
Avengers (1963) #142,1975,http://i.annihil.us/u/prod/marvel/i/mg/f/30/4bb6deade8315.jpg
Thor (1966) #241,1975,http://i.annihil.us/u/prod/marvel/i/mg/1/e0/513ddedead4c2.jpg
Thor (1966) #240,1975,http://i.annihil.us/u/prod/marvel/i/mg/9/d0/59d7b13ad4e96.jpg
Avengers (1963) #140,1975,http://i.annihil.us/u/prod/marvel/i/mg/3/c0/587e771c74d10.jpg
Thor (1966) #239,1975,http://i.annihil.us/u/prod/marvel/i/mg/6/70/59d7aa32717c4.jpg
Avengers (1963) #139,1975,http://i.annihil.us/u/prod/marvel/i/mg/7/a0/587e687b4de57.jpg
Avengers (1963) #102,1972,http://i.annihil.us/u/prod/marvel/i/mg/3/70/58751b14453ed.jpg
Thor (1966) #202,1972,http://i.annihil.us/u/prod/marvel/i/mg/9/03/50b437d071887.jpg
Thor (1966) #201,1972,http://i.annihil.us/u/prod/marvel/i/mg/b/e0/50addaec85423.jpg
Avengers (1963) #101,1972,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/5875117e6d1af.jpg
Avengers (1963) #100,1972,http://i.annihil.us/u/prod/marvel/i/mg/3/80/5874f3c01295b.jpg
Thor (1966) #200,1972,http://i.annihil.us/u/prod/marvel/i/mg/c/70/4c35fb683fb5a.jpg
Thor (1966) #199,1972,http://i.annihil.us/u/prod/marvel/i/mg/5/10/50addbbdbf68d.jpg
Avengers (1963) #99,1972,http://i.annihil.us/u/prod/marvel/i/mg/7/03/587402e3157c4.jpg
Avengers (1963) #98,1972,http://i.annihil.us/u/prod/marvel/i/mg/7/90/4f67579c18ee6.jpg
Thor (1966) #198,1972,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/50b436d6f0a05.jpg
Avengers (1963) #97,1972,http://i.annihil.us/u/prod/marvel/i/mg/3/90/5873f0d16b860.jpg
Thor (1966) #197,1972,http://i.annihil.us/u/prod/marvel/i/mg/5/60/50ade092400a6.jpg
Avengers (1963) #96,1972,http://i.annihil.us/u/prod/marvel/i/mg/c/70/5873dc2eeb3a6.jpg
Thor (1966) #196,1972,http://i.annihil.us/u/prod/marvel/i/mg/b/90/50ade162c50ce.jpg
Avengers (1963) #95,1972,http://i.annihil.us/u/prod/marvel/i/mg/e/03/5873d3374d463.jpg
Thor (1966) #195,1972,http://i.annihil.us/u/prod/marvel/i/mg/9/30/50b535e8b5e4a.jpg
Avengers (1963) #94,1971,http://i.annihil.us/u/prod/marvel/i/mg/3/c0/5873c760732ce.jpg
Thor Annual (1966) #4,1971,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
Thor (1966) #194,1971,http://i.annihil.us/u/prod/marvel/i/mg/5/a0/50ade2e653401.jpg
Avengers (1963) #93,1971,http://i.annihil.us/u/prod/marvel/i/mg/3/60/5873be741053c.jpg
Thor (1966) #142,1967,http://i.annihil.us/u/prod/marvel/i/mg/c/30/4f68dcef22c01.jpg
Thor (1966) #141,1967,http://i.annihil.us/u/prod/marvel/i/mg/5/03/6467d703813c0.jpg
Thor (1966) #140,1967,http://i.annihil.us/u/prod/marvel/i/mg/7/50/4f67657aa9a87.jpg
Thor (1966) #139,1967,http://i.annihil.us/u/prod/marvel/i/mg/c/90/4f6764cd0cde4.jpg
Thor (1966) #138,1967,http://i.annihil.us/u/prod/marvel/i/mg/e/03/4f67646402a69.jpg
Thor (1966) #137,1967,http://i.annihil.us/u/prod/marvel/i/mg/7/00/4f676416c6fe3.jpg
Thor (1966) #136,1967,http://i.annihil.us/u/prod/marvel/i/mg/7/10/4f676389ebc50.jpg
Thor (1966) #135,1966,http://i.annihil.us/u/prod/marvel/i/mg/e/00/4f67633277219.jpg
Amazing Spider-Man Annual (1964) #3,1966,http://i.annihil.us/u/prod/marvel/i/mg/3/20/56d721c41706c.jpg
Thor (1966) #134,1966,http://i.annihil.us/u/prod/marvel/i/mg/0/04/4f6762df6ccfd.jpg
Thor (1966) #133,1966,http://i.annihil.us/u/prod/marvel/i/mg/c/30/4f6761db4bdb2.jpg
Thor Annual (1966) #2,1966,http://i.annihil.us/u/prod/marvel/i/mg/c/e0/4f675c0dcfa97.jpg
Thor (1966) #132,1966,http://i.annihil.us/u/prod/marvel/i/mg/1/00/4f675d4475056.jpg
Thor (1966) #131,1966,http://i.annihil.us/u/prod/marvel/i/mg/9/70/4f675c90b23af.jpg
Thor (1966) #130,1966,http://i.annihil.us/u/prod/marvel/i/mg/6/90/4f6392e117de3.jpg
Thor (1966) #129,1966,http://i.annihil.us/u/prod/marvel/i/mg/4/20/4f639267f3e44.jpg
Thor (1966) #128,1966,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4f6391ad8000b.jpg
Thor (1966) #127,1966,http://i.annihil.us/u/prod/marvel/i/mg/4/00/4f6391594af09.jpg
Thor (1966) #126,1966,http://i.annihil.us/u/prod/marvel/i/mg/e/30/4f63909280397.jpg
Journey Into Mystery (1952) #125,1966,http://i.annihil.us/u/prod/marvel/i/mg/9/60/5a7dc8d7308b1.jpg
